instruNet waves in merged TEXT form #2

Notes:	
Date & Time:	01/20/2020	17:38:52
ChanName:	Ch1 Vin+	Ch4 Vin+
UserName:	Ch1 Vin+	Ch4 Vin+
vUnits:	Volts	Volts
hUnits:	Secs	Secs
PtsPerScan:	0000010000	0000010000
NumScansBeforeLastScan:	0000000000	0000000000
PtsInLastScan:	0000010000	0000010000
1stPtTime:	+0.000000000e+000	+0.000000000e+000
SamplePeriod:	+2.000000000e-001	+2.000000000e-001
netNum:	01	01
devNum:	01	01
modNum:	01	01
chNum:	001	004
BytesPerRow:	-1	-1
FirstDataByte:	-1	-1
key:	21940	21940
1904secs:	3662402482	3662402482
DataType:	+05	+05
Internal1:	+5.000000000e+000	+5.000000000e+000
External1:	+5.000000000e+000	+5.000000000e+000
Internal2:	-5.000000000e+000	-5.000000000e+000
External2:	-5.000000000e+000	-5.000000000e+000
Secs	Ch1 Vin+	Ch4 Vin+
+5.0420000e+2	+1.0793463e+0	+0.1263093e-2
+5.0440000e+2	+1.0781256e+0	+0.1222661e-2
+5.0460000e+2	+1.0775152e+0	+0.1267850e-2
+5.0480000e+2	+1.0854501e+0	+0.1257148e-2
+5.0500000e+2	+1.0799567e+0	+0.1217904e-2
+5.0520000e+2	+1.0799567e+0	+0.1229796e-2
+5.0540000e+2	+1.0738530e+0	+0.1266661e-2
+5.0560000e+2	+1.0781256e+0	+0.1244066e-2
+5.0580000e+2	+1.0750737e+0	+0.1186985e-2
+5.0600000e+2	+1.0762944e+0	+0.1225039e-2
+5.0620000e+2	+1.0720218e+0	+0.1233364e-2
+5.0640000e+2	+1.0701907e+0	+0.1214337e-2
+5.0660000e+2	+1.0781256e+0	+0.1225039e-2
+5.0680000e+2	+1.0769048e+0	+0.1214337e-2
+5.0700000e+2	+1.0750737e+0	+0.1257148e-2
+5.0720000e+2	+1.0830085e+0	+0.1222661e-2
+5.0740000e+2	+1.0823982e+0	+0.1217904e-2
+5.0760000e+2	+1.0799567e+0	+0.1238120e-2
+5.0780000e+2	+1.0793463e+0	+0.1232174e-2
+5.0800000e+2	+1.0836189e+0	+0.1198877e-2
+5.0820000e+2	+1.0830085e+0	+0.1221472e-2
+5.0840000e+2	+1.0836189e+0	+0.1239310e-2
+5.0860000e+2	+1.0836189e+0	+0.1210769e-2
+5.0880000e+2	+1.0885019e+0	+0.1198877e-2
+5.0900000e+2	+1.0836189e+0	+0.1204823e-2
+5.0920000e+2	+1.0830085e+0	+0.1259526e-2
+5.0940000e+2	+1.0860604e+0	+0.1229796e-2
+5.0960000e+2	+1.0885019e+0	+0.1248823e-2
+5.0980000e+2	+1.0903330e+0	+0.1240499e-2
+5.1000000e+2	+1.0909435e+0	+0.1225039e-2
+5.1020000e+2	+1.0915538e+0	+0.1206012e-2
+5.1040000e+2	+1.0897226e+0	+0.1200066e-2
+5.1060000e+2	+1.0842294e+0	+0.1210769e-2
+5.1080000e+2	+1.0927745e+0	+0.1213147e-2
+5.1100000e+2	+1.0891123e+0	+0.1211958e-2
+5.1120000e+2	+1.0933849e+0	+0.1241688e-2
+5.1140000e+2	+1.0994886e+0	+0.1250012e-2
+5.1160000e+2	+1.0891123e+0	+0.1240499e-2
+5.1180000e+2	+1.0915538e+0	+0.1181039e-2
+5.1200000e+2	+1.0964367e+0	+0.1213147e-2
+0.5122000e+3	+1.0946057e+0	+0.1251202e-2
+0.5124000e+3	+1.0933849e+0	+0.1234553e-2
+0.5126000e+3	+1.0988783e+0	+0.1233364e-2
+0.5128000e+3	+1.0927745e+0	+0.1242877e-2
+0.5130000e+3	+1.0958264e+0	+0.1210769e-2
+0.5132000e+3	+1.0982679e+0	+0.1236931e-2
+0.5134000e+3	+1.0939952e+0	+0.1229796e-2
+0.5136000e+3	+1.0970471e+0	+0.1210769e-2
+0.5138000e+3	+1.0946057e+0	+0.1215526e-2
+0.5140000e+3	+1.0927745e+0	+0.1201256e-2
+0.5142000e+3	+1.0970471e+0	+0.1215526e-2
+0.5144000e+3	+1.0946057e+0	+0.1236931e-2
+0.5146000e+3	+1.0946057e+0	+0.1239310e-2
+0.5148000e+3	+1.0946057e+0	+0.1229796e-2
+0.5150000e+3	+1.0921642e+0	+0.1211958e-2
+0.5152000e+3	+1.0976574e+0	+0.1229796e-2
+0.5154000e+3	+1.0933849e+0	+0.1241688e-2
+0.5156000e+3	+1.0878916e+0	+0.1182228e-2
+0.5158000e+3	+1.0988783e+0	+0.1210769e-2
+0.5160000e+3	+1.0994886e+0	+0.1183418e-2
+0.5162000e+3	+1.0921642e+0	+0.1217904e-2
+0.5164000e+3	+1.0994886e+0	+0.1266661e-2
+0.5166000e+3	+1.0970471e+0	+0.1225039e-2
+0.5168000e+3	+1.0939952e+0	+0.1225039e-2
+0.5170000e+3	+1.0921642e+0	+0.1201256e-2
+0.5172000e+3	+1.0903330e+0	+0.1263093e-2
+0.5174000e+3	+1.0915538e+0	+0.1251202e-2
+0.5176000e+3	+1.0903330e+0	+0.1230985e-2
+0.5178000e+3	+1.0970471e+0	+0.1200066e-2
+0.5180000e+3	+1.0927745e+0	+0.1208391e-2
+0.5182000e+3	+1.0939952e+0	+0.1222661e-2
+0.5184000e+3	+1.0817878e+0	+0.1234553e-2
+0.5186000e+3	+1.0878916e+0	+0.1200066e-2
+0.5188000e+3	+1.0897226e+0	+0.1223850e-2
+0.5190000e+3	+1.0817878e+0	+0.1178661e-2
+0.5192000e+3	+1.0872811e+0	+0.1258337e-2
+0.5194000e+3	+1.0903330e+0	+0.1208391e-2
+0.5196000e+3	+1.0793463e+0	+0.1207202e-2
+0.5198000e+3	+1.0793463e+0	+0.1179850e-2
+0.5200000e+3	+1.0830085e+0	+0.1254769e-2
+0.5202000e+3	+1.0781256e+0	+0.1248823e-2
+0.5204000e+3	+1.0769048e+0	+0.1221472e-2
+0.5206000e+3	+1.0811775e+0	+0.1192931e-2
+0.5208000e+3	+1.0781256e+0	+0.1241688e-2
+0.5210000e+3	+1.0793463e+0	+0.1210769e-2
+0.5212000e+3	+1.0811775e+0	+0.1222661e-2
+0.5214000e+3	+1.0799567e+0	+0.1238120e-2
+0.5216000e+3	+1.0836189e+0	+0.1239310e-2
+0.5218000e+3	+1.0799567e+0	+0.1210769e-2
+0.5220000e+3	+1.0750737e+0	+0.1214337e-2
+0.5222000e+3	+1.0787359e+0	+0.1240499e-2
+0.5224000e+3	+1.0805671e+0	+0.1202445e-2
+0.5226000e+3	+1.0762944e+0	+0.1196499e-2
+0.5228000e+3	+1.0750737e+0	+0.1240499e-2
+0.5230000e+3	+1.0799567e+0	+0.1221472e-2
+0.5232000e+3	+1.0811775e+0	+0.1195310e-2
+0.5234000e+3	+1.0781256e+0	+0.1220283e-2
+0.5236000e+3	+1.0799567e+0	+0.1239310e-2
+0.5238000e+3	+1.0830085e+0	+0.1236931e-2
+0.5240000e+3	+1.0811775e+0	+0.1254769e-2
+0.5242000e+3	+1.0830085e+0	+0.1263093e-2
+0.5244000e+3	+1.0830085e+0	+0.1246445e-2
+0.5246000e+3	+1.0817878e+0	+0.1196499e-2
+0.5248000e+3	+1.0769048e+0	+0.1235742e-2
+0.5250000e+3	+1.0750737e+0	+0.1227418e-2
+0.5252000e+3	+1.0769048e+0	+0.1232174e-2
+0.5254000e+3	+1.0775152e+0	+0.1226229e-2
+0.5256000e+3	+1.0799567e+0	+0.1206012e-2
+0.5258000e+3	+1.0738530e+0	+0.1220283e-2
+0.5260000e+3	+1.0732425e+0	+0.1217904e-2
+0.5262000e+3	+1.0811775e+0	+0.1206012e-2
+0.5264000e+3	+1.0781256e+0	+0.1219093e-2
+0.5266000e+3	+1.0793463e+0	+0.1201256e-2
+0.5268000e+3	+1.0854501e+0	+0.1222661e-2
+0.5270000e+3	+1.0811775e+0	+0.1210769e-2
+0.5272000e+3	+1.0823982e+0	+0.1186985e-2
+0.5274000e+3	+1.0842294e+0	+0.1208391e-2
+0.5276000e+3	+1.0830085e+0	+0.1234553e-2
+0.5278000e+3	+1.0842294e+0	+0.1210769e-2
+0.5280000e+3	+1.0897226e+0	+0.1236931e-2
+0.5282000e+3	+1.0842294e+0	+0.1176283e-2
+0.5284000e+3	+1.0866708e+0	+0.1229796e-2
+0.5286000e+3	+1.0885019e+0	+0.1225039e-2
+0.5288000e+3	+1.0885019e+0	+0.1226229e-2
+0.5290000e+3	+1.0878916e+0	+0.1183418e-2
+0.5292000e+3	+1.0952160e+0	+0.1221472e-2
+0.5294000e+3	+1.0891123e+0	+0.1198877e-2
+0.5296000e+3	+1.0921642e+0	+0.1211958e-2
+0.5298000e+3	+1.0946057e+0	+0.1234553e-2
+0.5300000e+3	+1.0903330e+0	+0.1188174e-2
+0.5302000e+3	+1.0964367e+0	+0.1251202e-2
+0.5304000e+3	+1.0897226e+0	+0.1215526e-2
+0.5306000e+3	+1.0830085e+0	+0.1194120e-2
+0.5308000e+3	+1.0885019e+0	+0.1234553e-2
+0.5310000e+3	+1.0891123e+0	+0.1206012e-2
+0.5312000e+3	+1.0903330e+0	+0.1181039e-2
+0.5314000e+3	+1.0891123e+0	+0.1213147e-2
+0.5316000e+3	+1.0964367e+0	+0.1176283e-2
+0.5318000e+3	+1.0933849e+0	+0.1192931e-2
+0.5320000e+3	+1.0988783e+0	+0.1236931e-2
+0.5322000e+3	+1.0976574e+0	+0.1210769e-2
+0.5324000e+3	+1.0939952e+0	+0.1227418e-2
+0.5326000e+3	+1.0946057e+0	+0.1194120e-2
+0.5328000e+3	+1.0976574e+0	+0.1260715e-2
+0.5330000e+3	+1.0915538e+0	+0.1225039e-2
+0.5332000e+3	+1.0939952e+0	+0.1221472e-2
+0.5334000e+3	+1.0939952e+0	+0.1200066e-2
+0.5336000e+3	+1.0946057e+0	+0.1220283e-2
+0.5338000e+3	+1.0939952e+0	+0.1244066e-2
+0.5340000e+3	+1.0927745e+0	+0.1236931e-2
+0.5342000e+3	+1.0903330e+0	+0.1203634e-2
+0.5344000e+3	+1.0927745e+0	+0.1207202e-2
+0.5346000e+3	+1.0872811e+0	+0.1221472e-2
+0.5348000e+3	+1.0909435e+0	+0.1208391e-2
+0.5350000e+3	+1.0866708e+0	+0.1202445e-2
+0.5352000e+3	+1.0854501e+0	+0.1260715e-2
+0.5354000e+3	+1.0976574e+0	+0.1225039e-2
+0.5356000e+3	+1.0897226e+0	+0.1210769e-2
+0.5358000e+3	+1.0885019e+0	+0.1202445e-2
+0.5360000e+3	+1.0927745e+0	+0.1200066e-2
+0.5362000e+3	+1.0860604e+0	+0.1213147e-2
+0.5364000e+3	+1.0927745e+0	+0.1238120e-2
+0.5366000e+3	+1.0946057e+0	+0.1265472e-2
+0.5368000e+3	+1.0939952e+0	+0.1196499e-2
+0.5370000e+3	+1.0909435e+0	+0.1196499e-2
+0.5372000e+3	+1.0927745e+0	+0.1186985e-2
+0.5374000e+3	+1.0854501e+0	+0.1229796e-2
+0.5376000e+3	+1.0854501e+0	+0.1206012e-2
+0.5378000e+3	+1.0933849e+0	+0.1244066e-2
+0.5380000e+3	+1.0811775e+0	+0.1227418e-2
+0.5382000e+3	+1.0866708e+0	+0.1210769e-2
+0.5384000e+3	+1.0939952e+0	+0.1190553e-2
+0.5386000e+3	+1.0787359e+0	+0.1232174e-2
+0.5388000e+3	+1.0854501e+0	+0.1176283e-2
+0.5390000e+3	+1.0854501e+0	+0.1238120e-2
+0.5392000e+3	+1.0762944e+0	+0.1221472e-2
+0.5394000e+3	+1.0799567e+0	+0.1259526e-2
+0.5396000e+3	+1.0860604e+0	+0.1238120e-2
+0.5398000e+3	+1.0781256e+0	+0.1246445e-2
+0.5400000e+3	+1.0836189e+0	+0.1201256e-2
+0.5402000e+3	+1.0866708e+0	+0.1220283e-2
+0.5404000e+3	+1.0799567e+0	+0.1214337e-2
+0.5406000e+3	+1.0793463e+0	+0.1197688e-2
+0.5408000e+3	+1.0848397e+0	+0.1200066e-2
+0.5410000e+3	+1.0756841e+0	+0.1233364e-2
+0.5412000e+3	+1.0781256e+0	+0.1230985e-2
+0.5414000e+3	+1.0897226e+0	+0.1238120e-2
+0.5416000e+3	+1.0830085e+0	+0.1225039e-2
+0.5418000e+3	+1.0744634e+0	+0.1210769e-2
+0.5420000e+3	+1.0799567e+0	+0.1198877e-2
+0.5422000e+3	+1.0732425e+0	+0.1206012e-2
+0.5424000e+3	+1.0750737e+0	+0.1202445e-2
+0.5426000e+3	+1.0738530e+0	+0.1230985e-2
+0.5428000e+3	+1.0793463e+0	+0.1198877e-2
+0.5430000e+3	+1.0726322e+0	+0.1194120e-2
+0.5432000e+3	+1.0750737e+0	+0.1229796e-2
+0.5434000e+3	+1.0799567e+0	+0.1238120e-2
+0.5436000e+3	+1.0781256e+0	+0.1146553e-2
+0.5438000e+3	+1.0787359e+0	+0.1198877e-2
+0.5440000e+3	+1.0872811e+0	+0.1196499e-2
+0.5442000e+3	+1.0793463e+0	+0.1217904e-2
+0.5444000e+3	+1.0830085e+0	+0.1206012e-2
+0.5446000e+3	+1.0830085e+0	+0.1225039e-2
+0.5448000e+3	+1.0799567e+0	+0.1248823e-2
+0.5450000e+3	+1.0811775e+0	+0.1206012e-2
+0.5452000e+3	+1.0842294e+0	+0.1225039e-2
+0.5454000e+3	+1.0762944e+0	+0.1206012e-2
+0.5456000e+3	+1.0793463e+0	+0.1234553e-2
+0.5458000e+3	+1.0854501e+0	+0.1228607e-2
+0.5460000e+3	+1.0775152e+0	+0.1225039e-2
+0.5462000e+3	+1.0781256e+0	+0.1220283e-2
+0.5464000e+3	+1.0830085e+0	+0.1195310e-2
+0.5466000e+3	+1.0750737e+0	+0.1227418e-2
+0.5468000e+3	+1.0830085e+0	+0.1234553e-2
+0.5470000e+3	+1.0891123e+0	+0.1225039e-2
+0.5472000e+3	+1.0830085e+0	+0.1194120e-2
+0.5474000e+3	+1.0854501e+0	+0.1189364e-2
+0.5476000e+3	+1.0915538e+0	+0.1198877e-2
+0.5478000e+3	+1.0842294e+0	+0.1225039e-2
+0.5480000e+3	+1.0933849e+0	+0.1191742e-2
+0.5482000e+3	+1.0933849e+0	+0.1250012e-2
+0.5484000e+3	+1.0732425e+0	+0.1236931e-2
+0.5486000e+3	+1.0903330e+0	+0.1221472e-2
+0.5488000e+3	+1.0891123e+0	+0.1201256e-2
+0.5490000e+3	+1.0793463e+0	+0.1203634e-2
+0.5492000e+3	+1.0976574e+0	+0.1227418e-2
+0.5494000e+3	+1.0946057e+0	+0.1176283e-2
+0.5496000e+3	+1.0842294e+0	+0.1229796e-2
+0.5498000e+3	+1.0939952e+0	+0.1217904e-2
+0.5500000e+3	+1.0946057e+0	+0.1194120e-2
+0.5502000e+3	+1.0866708e+0	+0.1200066e-2
+0.5504000e+3	+1.0939952e+0	+0.1189364e-2
+0.5506000e+3	+1.0933849e+0	+0.1200066e-2
+0.5508000e+3	+1.0799567e+0	+0.1226229e-2
+0.5510000e+3	+1.0976574e+0	+0.1238120e-2
+0.5512000e+3	+1.0970471e+0	+0.1215526e-2
+0.5514000e+3	+1.0860604e+0	+0.1202445e-2
+0.5516000e+3	+1.0988783e+0	+0.1208391e-2
+0.5518000e+3	+1.0946057e+0	+0.1238120e-2
+0.5520000e+3	+1.0946057e+0	+0.1234553e-2
+0.5522000e+3	+1.0970471e+0	+0.1220283e-2
+0.5524000e+3	+1.0946057e+0	+0.1234553e-2
+0.5526000e+3	+1.0939952e+0	+0.1228607e-2
+0.5528000e+3	+1.0897226e+0	+0.1208391e-2
+0.5530000e+3	+1.0878916e+0	+0.1227418e-2
+0.5532000e+3	+1.0866708e+0	+0.1214337e-2
+0.5534000e+3	+1.0915538e+0	+0.1197688e-2
+0.5536000e+3	+1.0921642e+0	+0.1195310e-2
+0.5538000e+3	+1.0958264e+0	+0.1211958e-2
+0.5540000e+3	+1.0921642e+0	+0.1230985e-2
+0.5542000e+3	+1.0946057e+0	+0.1220283e-2
+0.5544000e+3	+1.0976574e+0	+0.1208391e-2
+0.5546000e+3	+1.0976574e+0	+0.1225039e-2
+0.5548000e+3	+1.0970471e+0	+0.1216715e-2
+0.5550000e+3	+1.0988783e+0	+0.1236931e-2
+0.5552000e+3	+1.0909435e+0	+0.1194120e-2
+0.5554000e+3	+1.0909435e+0	+0.1234553e-2
+0.5556000e+3	+1.0885019e+0	+0.1229796e-2
+0.5558000e+3	+1.0860604e+0	+0.1233364e-2
+0.5560000e+3	+1.0878916e+0	+0.1222661e-2
+0.5562000e+3	+1.0909435e+0	+0.1184607e-2
+0.5564000e+3	+1.0817878e+0	+0.1196499e-2
+0.5566000e+3	+1.0878916e+0	+0.1210769e-2
+0.5568000e+3	+1.0939952e+0	+0.1200066e-2
+0.5570000e+3	+1.0915538e+0	+0.1213147e-2
+0.5572000e+3	+1.0885019e+0	+0.1201256e-2
+0.5574000e+3	+1.0946057e+0	+0.1191742e-2
+0.5576000e+3	+1.0854501e+0	+0.1213147e-2
+0.5578000e+3	+1.0830085e+0	+0.1219093e-2
+0.5580000e+3	+1.0915538e+0	+0.1219093e-2
+0.5582000e+3	+1.0799567e+0	+0.1172715e-2
+0.5584000e+3	+1.0823982e+0	+0.1210769e-2
+0.5586000e+3	+1.0927745e+0	+0.1198877e-2
+0.5588000e+3	+1.0805671e+0	+0.1229796e-2
+0.5590000e+3	+1.0799567e+0	+0.1236931e-2
+0.5592000e+3	+1.0927745e+0	+0.1210769e-2
+0.5594000e+3	+1.0842294e+0	+0.1211958e-2
+0.5596000e+3	+1.0866708e+0	+0.1269039e-2
+0.5598000e+3	+1.0946057e+0	+0.1214337e-2
+0.5600000e+3	+1.0921642e+0	+0.1217904e-2
+0.5602000e+3	+1.0842294e+0	+0.1206012e-2
+0.5604000e+3	+1.0817878e+0	+0.1204823e-2
+0.5606000e+3	+1.0781256e+0	+0.1203634e-2
+0.5608000e+3	+1.0769048e+0	+0.1210769e-2
+0.5610000e+3	+1.0787359e+0	+0.1203634e-2
+0.5612000e+3	+1.0775152e+0	+0.1181039e-2
+0.5614000e+3	+1.0750737e+0	+0.1242877e-2
+0.5616000e+3	+1.0756841e+0	+0.1211958e-2
+0.5618000e+3	+1.0823982e+0	+0.1214337e-2
+0.5620000e+3	+1.0720218e+0	+0.1206012e-2
+0.5622000e+3	+1.0738530e+0	+0.1179850e-2
+0.5624000e+3	+1.0750737e+0	+0.1208391e-2
+0.5626000e+3	+1.0769048e+0	+0.1210769e-2
+0.5628000e+3	+1.0781256e+0	+0.1217904e-2
+0.5630000e+3	+1.0793463e+0	+0.1208391e-2
+0.5632000e+3	+1.0781256e+0	+0.1220283e-2
+0.5634000e+3	+1.0793463e+0	+0.1204823e-2
+0.5636000e+3	+1.0750737e+0	+0.1221472e-2
+0.5638000e+3	+1.0732425e+0	+0.1236931e-2
+0.5640000e+3	+1.0811775e+0	+0.1198877e-2
+0.5642000e+3	+1.0811775e+0	+0.1236931e-2
+0.5644000e+3	+1.0854501e+0	+0.1172715e-2
+0.5646000e+3	+1.0750737e+0	+0.1225039e-2
+0.5648000e+3	+1.0799567e+0	+0.1210769e-2
+0.5650000e+3	+1.0811775e+0	+0.1203634e-2
+0.5652000e+3	+1.0799567e+0	+0.1206012e-2
+0.5654000e+3	+1.0775152e+0	+0.1194120e-2
+0.5656000e+3	+1.0823982e+0	+0.1200066e-2
+0.5658000e+3	+1.0836189e+0	+0.1202445e-2
+0.5660000e+3	+1.0854501e+0	+0.1208391e-2
+0.5662000e+3	+1.0799567e+0	+0.1202445e-2
+0.5664000e+3	+1.0854501e+0	+0.1230985e-2
+0.5666000e+3	+1.0860604e+0	+0.1208391e-2
+0.5668000e+3	+1.0842294e+0	+0.1217904e-2
+0.5670000e+3	+1.0891123e+0	+0.1195310e-2
+0.5672000e+3	+1.0842294e+0	+0.1200066e-2
+0.5674000e+3	+1.0830085e+0	+0.1173904e-2
+0.5676000e+3	+1.0921642e+0	+0.1220283e-2
+0.5678000e+3	+1.0897226e+0	+0.1222661e-2
+0.5680000e+3	+1.0927745e+0	+0.1177472e-2
+0.5682000e+3	+1.0939952e+0	+0.1210769e-2
+0.5684000e+3	+1.0927745e+0	+0.1248823e-2
+0.5686000e+3	+1.0909435e+0	+0.1201256e-2
+0.5688000e+3	+1.0878916e+0	+0.1217904e-2
+0.5690000e+3	+1.0817878e+0	+0.1179850e-2
+0.5692000e+3	+1.0854501e+0	+0.1189364e-2
+0.5694000e+3	+1.0860604e+0	+0.1203634e-2
+0.5696000e+3	+1.0903330e+0	+0.1179850e-2
+0.5698000e+3	+1.0921642e+0	+0.1217904e-2
+0.5700000e+3	+1.0891123e+0	+0.1215526e-2
+0.5702000e+3	+1.0866708e+0	+0.1211958e-2
+0.5704000e+3	+1.0891123e+0	+0.1189364e-2
+0.5706000e+3	+1.0946057e+0	+0.1229796e-2
+0.5708000e+3	+1.0927745e+0	+0.1179850e-2
+0.5710000e+3	+1.0933849e+0	+0.1217904e-2
+0.5712000e+3	+1.0939952e+0	+0.1207202e-2
+0.5714000e+3	+1.0939952e+0	+0.1225039e-2
+0.5716000e+3	+1.0878916e+0	+0.1182228e-2
+0.5718000e+3	+1.0891123e+0	+0.1201256e-2
+0.5720000e+3	+1.0946057e+0	+0.1221472e-2
+0.5722000e+3	+1.0891123e+0	+0.1196499e-2
+0.5724000e+3	+1.0878916e+0	+0.1184607e-2
+0.5726000e+3	+1.0885019e+0	+0.1206012e-2
+0.5728000e+3	+1.0878916e+0	+0.1194120e-2
+0.5730000e+3	+1.0854501e+0	+0.1216715e-2
+0.5732000e+3	+1.0872811e+0	+0.1196499e-2
+0.5734000e+3	+1.0854501e+0	+0.1216715e-2
+0.5736000e+3	+1.0872811e+0	+0.1234553e-2
+0.5738000e+3	+1.0860604e+0	+0.1206012e-2
+0.5740000e+3	+1.0897226e+0	+0.1225039e-2
+0.5742000e+3	+1.0897226e+0	+0.1255958e-2
+0.5744000e+3	+1.0897226e+0	+0.1179850e-2
+0.5746000e+3	+1.0909435e+0	+0.1198877e-2
+0.5748000e+3	+1.0885019e+0	+0.1222661e-2
+0.5750000e+3	+1.0842294e+0	+0.1210769e-2
+0.5752000e+3	+1.0866708e+0	+0.1189364e-2
+0.5754000e+3	+1.0860604e+0	+0.1197688e-2
+0.5756000e+3	+1.0976574e+0	+0.1194120e-2
+0.5758000e+3	+1.0897226e+0	+0.1204823e-2
+0.5760000e+3	+1.0830085e+0	+0.1214337e-2
+0.5762000e+3	+1.0927745e+0	+0.1194120e-2
+0.5764000e+3	+1.0854501e+0	+0.1234553e-2
+0.5766000e+3	+1.0927745e+0	+0.1192931e-2
+0.5768000e+3	+1.0830085e+0	+0.1219093e-2
+0.5770000e+3	+1.0811775e+0	+0.1202445e-2
+0.5772000e+3	+1.0885019e+0	+0.1198877e-2
+0.5774000e+3	+1.0854501e+0	+0.1223850e-2
+0.5776000e+3	+1.0805671e+0	+0.1194120e-2
+0.5778000e+3	+1.0897226e+0	+0.1222661e-2
+0.5780000e+3	+1.0775152e+0	+0.1197688e-2
+0.5782000e+3	+1.0744634e+0	+0.1210769e-2
+0.5784000e+3	+1.0799567e+0	+0.1194120e-2
+0.5786000e+3	+1.0750737e+0	+0.1210769e-2
+0.5788000e+3	+1.0738530e+0	+0.1239310e-2
+0.5790000e+3	+1.0781256e+0	+0.1191742e-2
+0.5792000e+3	+1.0732425e+0	+0.1248823e-2
+0.5794000e+3	+1.0744634e+0	+0.1210769e-2
+0.5796000e+3	+1.0793463e+0	+0.1213147e-2
+0.5798000e+3	+1.0744634e+0	+0.1179850e-2
+0.5800000e+3	+1.0750737e+0	+0.1232174e-2
+0.5802000e+3	+1.0762944e+0	+0.1194120e-2
+0.5804000e+3	+1.0750737e+0	+0.1202445e-2
+0.5806000e+3	+1.0769048e+0	+0.1186985e-2
+0.5808000e+3	+1.0781256e+0	+0.1167958e-2
+0.5810000e+3	+1.0762944e+0	+0.1176283e-2
+0.5812000e+3	+1.0787359e+0	+0.1201256e-2
+0.5814000e+3	+1.0750737e+0	+0.1232174e-2
+0.5816000e+3	+1.0762944e+0	+0.1211958e-2
+0.5818000e+3	+1.0775152e+0	+0.1198877e-2
+0.5820000e+3	+1.0750737e+0	+0.1215526e-2
+0.5822000e+3	+1.0750737e+0	+0.1236931e-2
+0.5824000e+3	+1.0817878e+0	+0.1177472e-2
+0.5826000e+3	+1.0775152e+0	+0.1210769e-2
+0.5828000e+3	+1.0781256e+0	+0.1192931e-2
+0.5830000e+3	+1.0793463e+0	+0.1210769e-2
+0.5832000e+3	+1.0701907e+0	+0.1198877e-2
+0.5834000e+3	+1.0714115e+0	+0.1210769e-2
+0.5836000e+3	+1.0769048e+0	+0.1200066e-2
+0.5838000e+3	+1.0744634e+0	+0.1220283e-2
+0.5840000e+3	+1.0750737e+0	+0.1185796e-2
+0.5842000e+3	+1.0781256e+0	+0.1221472e-2
+0.5844000e+3	+1.0793463e+0	+0.1190553e-2
+0.5846000e+3	+1.0811775e+0	+0.1190553e-2
+0.5848000e+3	+1.0836189e+0	+0.1196499e-2
+0.5850000e+3	+1.0744634e+0	+0.1206012e-2
+0.5852000e+3	+1.0781256e+0	+0.1220283e-2
+0.5854000e+3	+1.0842294e+0	+0.1183418e-2
+0.5856000e+3	+1.0793463e+0	+0.1194120e-2
+0.5858000e+3	+1.0811775e+0	+0.1203634e-2
+0.5860000e+3	+1.0903330e+0	+0.1201256e-2
+0.5862000e+3	+1.0848397e+0	+0.1210769e-2
+0.5864000e+3	+1.0830085e+0	+0.1214337e-2
+0.5866000e+3	+1.0946057e+0	+0.1225039e-2
+0.5868000e+3	+1.0885019e+0	+0.1210769e-2
+0.5870000e+3	+1.0860604e+0	+0.1164391e-2
+0.5872000e+3	+1.0946057e+0	+0.1211958e-2
+0.5874000e+3	+1.0836189e+0	+0.1247634e-2
+0.5876000e+3	+1.0891123e+0	+0.1210769e-2
+0.5878000e+3	+1.0927745e+0	+0.1172715e-2
+0.5880000e+3	+1.0854501e+0	+0.1219093e-2
+0.5882000e+3	+1.0970471e+0	+0.1217904e-2
+0.5884000e+3	+1.0976574e+0	+0.1195310e-2
+0.5886000e+3	+1.0878916e+0	+0.1225039e-2
+0.5888000e+3	+1.0903330e+0	+0.1225039e-2
+0.5890000e+3	+1.0964367e+0	+0.1204823e-2
+0.5892000e+3	+1.0817878e+0	+0.1229796e-2
+0.5894000e+3	+1.0921642e+0	+0.1191742e-2
+0.5896000e+3	+1.0988783e+0	+0.1204823e-2
+0.5898000e+3	+1.0939952e+0	+0.1217904e-2
+0.5900000e+3	+1.0897226e+0	+0.1227418e-2
+0.5902000e+3	+1.0854501e+0	+0.1163201e-2
+0.5904000e+3	+1.0854501e+0	+0.1182228e-2
+0.5906000e+3	+1.0860604e+0	+0.1233364e-2
+0.5908000e+3	+1.0903330e+0	+0.1189364e-2
+0.5910000e+3	+1.0915538e+0	+0.1222661e-2
+0.5912000e+3	+1.0915538e+0	+0.1189364e-2
+0.5914000e+3	+1.0903330e+0	+0.1244066e-2
+0.5916000e+3	+1.0915538e+0	+0.1181039e-2
+0.5918000e+3	+1.0909435e+0	+0.1214337e-2
+0.5920000e+3	+1.0909435e+0	+0.1234553e-2
+0.5922000e+3	+1.0958264e+0	+0.1235742e-2
+0.5924000e+3	+1.0891123e+0	+0.1196499e-2
+0.5926000e+3	+1.0897226e+0	+0.1183418e-2
+0.5928000e+3	+1.0903330e+0	+0.1194120e-2
+0.5930000e+3	+1.0909435e+0	+0.1191742e-2
+0.5932000e+3	+1.0927745e+0	+0.1198877e-2
+0.5934000e+3	+1.0915538e+0	+0.1189364e-2
+0.5936000e+3	+1.0854501e+0	+0.1191742e-2
+0.5938000e+3	+1.0891123e+0	+0.1206012e-2
+0.5940000e+3	+1.0885019e+0	+0.1200066e-2
+0.5942000e+3	+1.0811775e+0	+0.1206012e-2
